user_id,Action,Adventure,Children's,Comedy,Crime,Drama,Horror,Mystery,Romance,Sci-Fi,Thriller,War
676,3.9259,4.3077,4.4286,3.2963,4.5000,3.8462,1.0000,3.7500,4.2143,4.2000,3.5909,3.7857
677,4.4545,3.8750,3.3333,3.4667,4.2500,3.0556,4.2500,4.3333,3.1250,4.0000,4.5000,3.5000
682,3.1452,3.3208,3.0476,2.9338,3.3784,3.3358,3.3500,2.6429,3.3279,3.5238,3.1348,3.5517
683,3.0000,3.4286,3.6000,3.3333,3.6000,3.3333,2.2500,2.9000,3.2500,2.8333,2.7308,3.5000
686,4.2941,3.7143,3.7500,4.7857,4.9091,4.8056,4.6667,5.0000,4.2000,4.2222,4.4667,4.5714
693,2.7708,2.6667,3.2000,3.0625,3.2143,3.2593,2.6000,3.1111,3.3158,2.7500,3.1304,2.8421
694,4.3529,4.5417,4.2500,4.0278,4.2500,4.1912,3.8333,4.2500,4.2812,4.4783,4.0769,4.5600
697,3.6486,3.4000,3.6667,3.7083,3.7000,4.0270,3.1429,4.1111,4.2632,4.0000,3.6053,4.0000
699,2.9412,3.0870,3.1000,2.8333,3.3077,3.3393,3.2000,3.1429,3.1429,3.2353,3.1136,2.8889
707,2.4000,2.4444,3.5000,3.4875,3.4545,3.5931,3.2500,3.7692,3.3220,2.0000,3.6111,3.4118
710,3.5909,3.4444,3.6667,3.1818,3.9333,3.8750,3.7500,3.7778,3.6000,3.4545,3.9048,3.7778
711,3.0294,3.3333,3.7000,3.8267,3.6000,4.1759,3.1250,4.6667,3.9851,3.2632,3.3333,3.8500
715,3.2154,3.1071,3.8333,3.3571,3.4706,3.6596,3.0000,2.6667,3.6250,3.2121,3.4773,4.0000
716,3.5926,3.7750,3.9615,3.8488,4.1538,4.0594,3.5556,4.0667,4.1724,3.4400,3.4737,4.1515
721,3.9500,3.9545,3.5455,3.3913,3.3333,3.5176,2.6000,2.8462,3.7838,4.0476,3.2258,4.2222
724,2.0000,1.7500,2.0000,2.3000,2.4444,2.3529,2.3333,2.8750,2.0588,2.2000,2.3200,1.7143
727,3.0985,3.0455,2.7391,3.0577,3.2000,3.1341,2.4231,2.9091,3.3220,2.9273,3.1304,3.6000
738,3.6212,3.6053,3.4615,3.5909,3.0000,3.8571,3.5000,3.6667,3.9474,3.7391,3.5882,4.0000
741,3.4194,3.3333,2.7500,3.2250,3.2500,3.7179,3.2500,4.3333,3.6364,3.1667,3.2963,3.9091
747,4.1622,3.8462,4.1000,3.6000,4.2609,4.2424,4.3333,4.2353,4.1489,4.2083,4.1136,4.6667
748,3.9677,3.5625,3.6000,3.5667,4.0000,3.5957,3.7500,4.2000,3.5200,4.1500,3.8947,3.8500
749,3.5810,3.5373,3.7576,3.5281,3.3333,3.7766,3.2143,4.0000,3.8444,3.6957,3.7344,3.9667
751,3.4091,3.8750,3.8667,3.6618,3.8000,3.4909,4.0000,3.1818,3.6585,3.8182,3.1538,4.7143
752,3.1667,3.5000,4.0000,3.4706,4.5714,2.9722,4.2500,3.8750,2.9000,3.5000,3.3750,2.6000
756,3.1081,3.0833,3.1154,3.0690,3.4000,3.3103,2.5000,3.6667,3.3333,3.3043,3.2667,3.4286
757,3.3478,3.4222,3.5000,3.2963,3.1538,3.5476,3.3636,3.4286,3.2609,3.3830,3.2623,3.5714
758,3.6146,3.8261,3.3846,4.0973,3.8276,3.8780,3.5652,4.1250,3.7241,3.9600,3.8095,4.0476
766,3.1892,3.2400,3.2857,3.2364,3.1000,3.4853,3.4375,3.5714,3.1515,3.4286,3.1053,3.7222
773,2.5682,2.7143,3.2000,3.4211,3.2941,3.5246,2.6923,2.1667,3.4583,3.4138,2.9630,4.0000
774,2.1446,2.2826,1.2000,1.7903,1.9412,2.2029,1.6786,2.0000,2.1379,2.1905,1.9592,2.9091
776,3.6667,3.6923,3.0000,3.6316,4.1667,4.0333,2.8387,3.6667,3.6250,3.4444,3.4762,4.3333
782,2.8696,2.6522,2.8235,2.5714,2.7083,2.9130,3.3000,3.0667,2.8049,3.1875,3.1509,2.9167
786,3.7353,3.9000,4.3571,3.6129,3.6000,4.0816,4.2500,3.7500,3.7097,3.9444,4.0714,4.1875
787,3.2500,2.5000,3.6667,3.0833,3.6000,3.4615,2.7500,2.5714,3.0667,3.3333,3.2778,3.3333
788,3.2410,3.2326,3.0833,2.8667,3.2083,3.6095,3.2143,3.5455,3.6562,3.2286,3.4203,4.2121
790,3.1250,3.0000,2.6667,2.7864,3.1000,3.2344,3.3077,3.0000,3.2245,3.0541,3.0000,2.7895
795,3.1224,3.1389,3.3529,3.1579,3.4545,3.3871,2.7647,3.0000,3.0000,3.1515,2.9310,3.2000
796,3.7404,3.6852,3.4194,3.4909,3.7143,3.5581,3.0000,4.0417,3.9080,3.8864,3.7590,3.7391
798,3.7170,3.5893,3.3725,3.3000,3.5000,3.2034,2.6667,3.4615,3.4655,3.4800,3.6786,3.8182
802,4.0526,3.7143,2.6667,3.2500,3.1667,3.3529,3.3824,3.7143,3.0000,4.2000,3.9200,4.0000
804,3.8416,3.7460,3.3636,3.4857,3.6522,3.7604,3.5806,3.8571,3.5957,3.7143,3.8194,4.1613
805,3.1867,3.0000,2.9688,3.2737,3.7778,3.5904,3.4545,3.4444,2.8293,3.3421,3.4310,3.3125
806,3.4667,3.3333,4.5000,3.7273,4.0000,3.6481,3.5000,3.5000,3.5556,3.7619,3.5385,3.6471
807,3.9773,3.8824,3.6731,3.6939,4.0000,4.1277,3.6667,3.8333,4.2857,3.7179,3.9189,4.3000
815,3.6000,3.6774,3.8929,3.5217,3.7500,4.1143,2.9231,3.7000,3.9000,3.5000,3.6071,4.2727
823,3.7447,3.6250,3.5789,4.1385,4.3125,4.3382,3.2857,3.8889,4.0526,3.7931,3.8250,4.6316
825,4.2708,4.0435,3.4000,3.3158,3.5000,3.3600,2.8333,4.4000,3.3043,4.1000,4.1429,4.1818
835,4.0000,4.0000,3.4286,3.5882,4.1667,4.3115,3.7143,4.0000,4.1111,4.1000,4.0000,4.2222
840,3.7188,3.9167,4.5000,4.0926,3.9231,4.1529,4.3333,4.4667,4.0526,3.9091,4.1765,4.2500
843,2.9667,3.0000,2.2800,2.3333,2.2222,2.6667,2.8378,2.8000,2.4545,3.3878,3.0000,3.0000
846,3.7159,3.7679,3.0857,3.5455,4.0357,3.6832,3.9600,4.6000,3.8333,3.5581,4.0339,4.0556
847,3.1613,3.3500,2.5500,2.6842,2.3333,3.3590,3.1818,3.4000,3.2963,3.4138,3.2917,2.9231
848,4.2069,4.3929,3.8667,4.4800,4.0000,4.2241,3.4000,4.9091,4.7273,4.4737,4.0000,4.3182
851,3.6970,3.4286,3.0714,3.0364,4.0370,3.8696,2.9091,3.6000,3.5926,3.8636,3.4853,4.1176
853,3.0000,2.4000,3.3333,2.5000,3.1429,3.0000,3.0000,3.1250,2.6000,2.8000,3.2105,2.8333
854,2.8571,3.1250,3.6667,3.0536,3.6316,3.3429,3.5714,3.2632,3.1905,3.2222,3.0192,3.1111
862,4.3148,4.1622,4.4000,4.1389,4.3846,4.4754,3.7857,4.0000,4.6250,4.5758,4.3750,4.7391
863,3.4375,3.2000,2.0000,2.4783,3.7692,3.4130,3.8571,3.5385,3.0000,3.8571,3.2941,4.0000
864,4.0625,3.9184,3.5833,3.6632,4.0500,3.9450,3.7368,4.0769,3.8667,4.0263,3.9403,4.3913
868,2.7538,2.9268,2.0833,2.6438,3.5385,3.4746,2.8000,3.0000,2.6571,3.2000,3.1351,3.6316
870,3.2791,3.2941,3.8000,3.3750,3.6800,3.5323,3.2000,3.5789,3.2807,3.3889,3.3750,3.5926
875,4.0556,4.4286,3.6000,4.0909,4.2000,4.1600,4.3333,4.2500,4.1053,4.3571,4.1250,4.3333
880,3.4786,3.1961,3.2222,3.1883,3.6977,3.7248,3.6875,4.0000,3.6200,3.5333,3.6705,3.6818
881,3.4853,3.3273,2.7209,3.1205,3.0667,3.6410,3.3077,4.0000,3.3111,3.5556,3.6078,4.2143
882,4.1667,4.1923,4.1111,3.6889,3.6667,4.3810,3.6250,4.4000,4.1538,4.3600,3.9200,4.5000
883,3.7736,3.7037,4.0000,3.8041,4.0000,3.9919,3.7500,4.1333,3.7067,4.0000,3.9615,3.9500
886,3.3875,3.3235,3.1818,3.1905,3.5200,3.4286,3.2500,3.4000,3.4146,3.6774,3.4107,3.8636
889,3.3765,3.4634,3.4167,3.3419,3.5758,3.4720,3.5000,3.3333,3.4561,3.4595,3.4444,3.6129
890,3.5172,3.4783,3.9000,3.5667,4.0000,4.2619,3.5294,4.5000,4.1176,3.7308,4.1875,4.1500
892,3.9688,3.8222,3.4571,3.9565,4.1053,4.3478,3.8750,4.4000,3.7907,4.0625,4.1842,4.5000
896,2.8376,2.9815,3.0000,3.0110,2.9677,3.0435,2.6923,3.0833,3.2807,3.0962,2.8272,3.3333
897,4.1930,4.0857,4.0385,3.7679,3.4167,3.8909,4.5714,4.1667,3.9375,4.1786,3.9500,4.2500
899,3.2917,3.1200,3.5714,3.4750,2.6667,3.6667,3.6667,3.8333,3.7188,3.6667,3.4000,3.5000
901,4.1892,3.8667,3.5833,3.8214,3.2500,3.6429,3.5000,4.0000,4.0370,3.9600,4.1176,3.8462
903,3.7600,3.9000,4.0000,3.7714,3.6500,4.0448,4.0000,4.1429,3.7692,3.4167,3.6552,4.4286
907,4.4074,4.5333,4.4286,4.4889,4.8889,4.5714,4.6000,4.4444,4.6750,3.9000,4.5938,4.4000
908,3.5625,3.1667,3.6667,3.2500,3.3750,3.7586,3.3333,3.4286,3.5882,3.6364,3.6400,3.8182
912,3.6667,3.8750,4.4000,4.0000,3.4000,4.0000,3.3333,3.7500,3.8462,3.3333,3.6667,3.6667
913,3.4062,3.2000,3.0000,3.3429,3.6364,3.6981,3.2500,3.5000,3.4762,3.4444,3.5714,3.4286
916,3.0349,3.0652,2.8889,3.2737,3.6250,3.6493,3.3333,3.0000,3.5000,3.2093,3.0000,3.7097
919,3.3158,3.5455,3.5833,3.1967,3.8571,3.6389,3.5000,3.5000,3.3043,3.4762,3.4314,3.3333
922,3.5778,3.7931,4.0000,3.2553,3.2857,3.3226,2.3000,2.6667,3.5357,3.4839,3.2105,3.5385
927,4.1765,4.0400,3.7407,3.3860,4.3333,3.7143,3.3333,4.3333,3.3333,4.0500,4.3158,4.2500
932,3.3125,3.4872,3.0000,4.0156,3.9000,4.1957,3.3125,4.8000,4.0000,3.7812,3.9459,4.4167
933,2.4085,2.2000,2.6667,2.2535,3.3889,3.3704,1.8667,3.5000,2.4348,2.6176,2.7879,3.3000
934,3.7368,3.9200,3.5333,3.5238,3.8889,3.7941,3.1429,4.1250,3.7222,3.7037,3.6190,3.7333
936,3.4074,3.3077,3.0000,3.6042,3.6923,4.0000,3.3333,3.7143,3.8387,3.7143,3.3214,4.0000
938,3.3714,3.7059,3.2727,2.9500,3.8333,3.5312,4.2500,3.4000,3.3810,4.0667,3.4062,3.5000
940,3.4348,3.0000,4.2000,3.5238,4.2857,3.6042,3.0000,4.3333,3.5417,3.0526,3.3500,3.2667
943,3.5469,3.2571,2.7778,2.9643,4.2222,3.7719,3.6429,3.6667,3.1818,3.0000,3.8286,3.5333
